,City Name,Package,Variety,Origin,Item Size,Color
410,BOSTON,24 inch bins,PIE TYPE,PENNSYLVANIA,sml,ORANGE
411,BOSTON,24 inch bins,PIE TYPE,VERMONT,sml,ORANGE
412,BOSTON,24 inch bins,PIE TYPE,CANADA,sml,ORANGE
413,BOSTON,24 inch bins,PIE TYPE,MASSACHUSETTS,sml,ORANGE
414,BOSTON,24 inch bins,PIE TYPE,MICHIGAN,sml,ORANGE
415,BOSTON,24 inch bins,PIE TYPE,PENNSYLVANIA,sml,ORANGE
416,BOSTON,24 inch bins,PIE TYPE,VERMONT,sml,ORANGE
417,BOSTON,24 inch bins,PIE TYPE,CANADA,sml,ORANGE
418,BOSTON,24 inch bins,PIE TYPE,MASSACHUSETTS,sml,ORANGE
419,BOSTON,24 inch bins,PIE TYPE,MICHIGAN,sml,ORANGE
420,BOSTON,24 inch bins,PIE TYPE,PENNSYLVANIA,sml,ORANGE
421,BOSTON,24 inch bins,PIE TYPE,VERMONT,sml,ORANGE
422,BOSTON,24 inch bins,PIE TYPE,PENNSYLVANIA,med,ORANGE
423,BOSTON,24 inch bins,PIE TYPE,PENNSYLVANIA,med,ORANGE
424,BOSTON,24 inch bins,PIE TYPE,PENNSYLVANIA,med,ORANGE
425,BOSTON,36 inch bins,PIE TYPE,CANADA,sml,ORANGE
426,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
427,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,sml,ORANGE
428,BOSTON,36 inch bins,PIE TYPE,MICHIGAN,med-lge,ORANGE
429,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,ORANGE
430,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,sml,ORANGE
431,BOSTON,36 inch bins,PIE TYPE,CANADA,sml,ORANGE
432,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
433,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,sml,ORANGE
434,BOSTON,36 inch bins,PIE TYPE,MICHIGAN,med-lge,ORANGE
435,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,ORANGE
436,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,sml,ORANGE
437,BOSTON,36 inch bins,PIE TYPE,CANADA,sml,ORANGE
438,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
439,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,sml,ORANGE
440,BOSTON,36 inch bins,PIE TYPE,MICHIGAN,med-lge,ORANGE
441,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,ORANGE
442,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,sml,ORANGE
443,BOSTON,36 inch bins,PIE TYPE,CANADA,sml,ORANGE
444,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
445,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,sml,ORANGE
446,BOSTON,36 inch bins,PIE TYPE,MICHIGAN,med-lge,ORANGE
447,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,ORANGE
448,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,sml,ORANGE
449,BOSTON,36 inch bins,PIE TYPE,VERMONT,sml,ORANGE
450,BOSTON,36 inch bins,PIE TYPE,CANADA,sml,ORANGE
451,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
452,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,sml,ORANGE
453,BOSTON,36 inch bins,PIE TYPE,MICHIGAN,med-lge,ORANGE
454,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,ORANGE
455,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,sml,ORANGE
456,BOSTON,36 inch bins,PIE TYPE,VERMONT,sml,ORANGE
457,BOSTON,36 inch bins,PIE TYPE,CANADA,sml,ORANGE
458,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
459,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,sml,ORANGE
460,BOSTON,36 inch bins,PIE TYPE,MICHIGAN,med-lge,ORANGE
461,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,ORANGE
462,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,sml,ORANGE
463,BOSTON,36 inch bins,PIE TYPE,VERMONT,sml,ORANGE
464,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
465,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,sml,ORANGE
466,BOSTON,36 inch bins,PIE TYPE,NEW YORK,med-lge,ORANGE
467,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,ORANGE
468,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
469,BOSTON,36 inch bins,PIE TYPE,NEW YORK,med-lge,ORANGE
470,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,ORANGE
471,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
472,BOSTON,36 inch bins,PIE TYPE,NEW YORK,med-lge,ORANGE
473,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,ORANGE
474,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
475,BOSTON,36 inch bins,PIE TYPE,NEW YORK,med-lge,ORANGE
476,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,ORANGE
480,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
481,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,xlge,ORANGE
482,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,ORANGE
483,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
484,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,xlge,ORANGE
485,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,ORANGE
486,BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
487,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,xlge,ORANGE
488,BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,ORANGE
489,BOSTON,bushel cartons,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
490,BOSTON,bushel cartons,PIE TYPE,MASSACHUSETTS,med-lge,ORANGE
491,BOSTON,24 inch bins,BLUE TYPE,MASSACHUSETTS,xlge,ORANGE
492,BOSTON,24 inch bins,BLUE TYPE,MASSACHUSETTS,xlge,ORANGE
493,BOSTON,24 inch bins,BLUE TYPE,MASSACHUSETTS,xlge,ORANGE
494,BOSTON,24 inch bins,BLUE TYPE,MASSACHUSETTS,xlge,ORANGE
495,BOSTON,24 inch bins,BLUE TYPE,MASSACHUSETTS,xlge,ORANGE
496,BOSTON,24 inch bins,BLUE TYPE,MASSACHUSETTS,xlge,ORANGE
497,BOSTON,24 inch bins,BLUE TYPE,MASSACHUSETTS,xlge,ORANGE
498,BOSTON,24 inch bins,KNUCKLE HEAD,MASSACHUSETTS,xlge,ORANGE
499,BOSTON,24 inch bins,KNUCKLE HEAD,MASSACHUSETTS,xlge,ORANGE
500,BOSTON,24 inch bins,KNUCKLE HEAD,MASSACHUSETTS,xlge,ORANGE
501,BOSTON,24 inch bins,KNUCKLE HEAD,MASSACHUSETTS,xlge,ORANGE
502,BOSTON,24 inch bins,KNUCKLE HEAD,MASSACHUSETTS,xlge,ORANGE
503,BOSTON,24 inch bins,KNUCKLE HEAD,MASSACHUSETTS,xlge,ORANGE
504,BOSTON,24 inch bins,KNUCKLE HEAD,MASSACHUSETTS,xlge,ORANGE
505,BOSTON,24 inch bins,BIG MACK TYPE,MASSACHUSETTS,xlge,ORANGE
506,BOSTON,24 inch bins,BIG MACK TYPE,MASSACHUSETTS,xlge,ORANGE
507,BOSTON,24 inch bins,BIG MACK TYPE,MASSACHUSETTS,xlge,ORANGE
508,BOSTON,24 inch bins,BIG MACK TYPE,MASSACHUSETTS,xlge,ORANGE
509,BOSTON,24 inch bins,BIG MACK TYPE,MASSACHUSETTS,xlge,ORANGE
510,BOSTON,24 inch bins,BIG MACK TYPE,MASSACHUSETTS,xlge,ORANGE
511,BOSTON,24 inch bins,BIG MACK TYPE,MASSACHUSETTS,xlge,ORANGE
513,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,jbo,ORANGE
514,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,xlge,ORANGE
515,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,lge,ORANGE
516,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,med,ORANGE
517,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,sml,ORANGE
518,BOSTON,36 inch bins,BIG MACK TYPE,PENNSYLVANIA,jbo,ORANGE
519,BOSTON,36 inch bins,BIG MACK TYPE,PENNSYLVANIA,xlge,ORANGE
520,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,jbo,ORANGE
521,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,xlge,ORANGE
522,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,lge,ORANGE
523,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,med,ORANGE
524,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,sml,ORANGE
525,BOSTON,36 inch bins,BIG MACK TYPE,PENNSYLVANIA,jbo,ORANGE
526,BOSTON,36 inch bins,BIG MACK TYPE,PENNSYLVANIA,xlge,ORANGE
527,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,jbo,ORANGE
528,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,xlge,ORANGE
529,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,lge,ORANGE
530,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,med,ORANGE
531,BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,sml,ORANGE
532,BOSTON,36 inch bins,BIG MACK TYPE,PENNSYLVANIA,jbo,ORANGE
533,BOSTON,36 inch bins,BIG MACK TYPE,PENNSYLVANIA,xlge,ORANGE
534,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,WHITE
535,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,ORANGE
536,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,WHITE
537,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,ORANGE
538,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,ORANGE
539,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,WHITE
540,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,ORANGE
541,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,WHITE
542,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,WHITE
543,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,ORANGE
544,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,WHITE
545,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,ORANGE
546,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,ORANGE
547,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,WHITE
548,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,WHITE
549,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,ORANGE
550,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,WHITE
551,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,ORANGE
552,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,WHITE
553,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,ORANGE
554,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,ORANGE
555,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,WHITE
556,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,WHITE
557,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,ORANGE
558,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,WHITE
559,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,ORANGE
560,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,WHITE
561,BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,ORANGE
562,CHICAGO,24 inch bins,HOWDEN TYPE,CANADA,lge,ORANGE
563,CHICAGO,24 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
564,CHICAGO,24 inch bins,HOWDEN TYPE,CANADA,lge,ORANGE
565,CHICAGO,24 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
566,CHICAGO,24 inch bins,HOWDEN TYPE,CANADA,lge,ORANGE
567,CHICAGO,24 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
568,CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
569,CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
570,CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
571,CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
572,CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
573,CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
574,CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
575,CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
576,CHICAGO,36 inch bins,HOWDEN TYPE,OHIO,xlge,ORANGE
577,CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
578,CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
579,CHICAGO,36 inch bins,HOWDEN TYPE,OHIO,xlge,ORANGE
580,CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
581,CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
582,CHICAGO,36 inch bins,HOWDEN TYPE,OHIO,xlge,ORANGE
583,CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
584,CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
585,CHICAGO,36 inch bins,HOWDEN TYPE,OHIO,xlge,ORANGE
586,CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
587,CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
588,CHICAGO,36 inch bins,HOWDEN TYPE,OHIO,xlge,ORANGE
589,CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
590,CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
591,CHICAGO,36 inch bins,HOWDEN TYPE,OHIO,xlge,ORANGE
592,CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
593,CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
594,CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
595,CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
596,CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
597,CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
598,CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,xlge,ORANGE
599,CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,xlge,ORANGE
600,CHICAGO,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,med-lge,WHITE
601,CHICAGO,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,med-lge,WHITE
602,CHICAGO,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,med-lge,WHITE
603,CHICAGO,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,med-lge,WHITE
604,CHICAGO,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,med-lge,WHITE
605,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,ILLINOIS,lge,WHITE
606,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,ILLINOIS,lge,WHITE
607,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,ILLINOIS,lge,WHITE
608,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,ILLINOIS,lge,WHITE
609,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,ILLINOIS,lge,WHITE
610,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,ILLINOIS,lge,WHITE
611,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,ILLINOIS,lge,WHITE
612,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,ILLINOIS,lge,WHITE
769,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,ORANGE
771,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,WHITE
772,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,WHITE
773,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,ORANGE
774,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,WHITE
775,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,ORANGE
776,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,ORANGE
777,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,WHITE
778,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,WHITE
779,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,ORANGE
780,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,WHITE
781,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,ORANGE
782,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,WHITE
783,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,ORANGE
784,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,ORANGE
785,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,WHITE
786,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,WHITE
787,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,ORANGE
788,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,WHITE
789,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,ORANGE
790,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,WHITE
791,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,ORANGE
792,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,ORANGE
793,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,WHITE
794,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,WHITE
795,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,ORANGE
796,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,ORANGE
797,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,WHITE
798,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,ORANGE
799,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,WHITE
800,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,WHITE
801,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,ORANGE
802,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,WHITE
803,CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,ORANGE
804,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,ORANGE
805,CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,WHITE
810,COLUMBIA,24 inch bins,HOWDEN TYPE,NORTH CAROLINA,med,ORANGE
811,COLUMBIA,24 inch bins,HOWDEN TYPE,NORTH CAROLINA,med,ORANGE
812,COLUMBIA,24 inch bins,HOWDEN TYPE,NORTH CAROLINA,med,ORANGE
813,COLUMBIA,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
814,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,jbo,ORANGE
815,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,lge,ORANGE
816,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,med,ORANGE
817,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,exjbo,ORANGE
818,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,jbo,ORANGE
819,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,xlge,ORANGE
820,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med,ORANGE
821,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,lge,ORANGE
822,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,med,ORANGE
823,COLUMBIA,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
824,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,jbo,ORANGE
825,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,lge,ORANGE
826,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,med,ORANGE
827,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,exjbo,ORANGE
828,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,jbo,ORANGE
829,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,xlge,ORANGE
830,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med,ORANGE
831,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,sml,ORANGE
832,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,lge,ORANGE
833,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,med,ORANGE
834,COLUMBIA,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
835,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,jbo,ORANGE
836,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,lge,ORANGE
837,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,med,ORANGE
838,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,exjbo,ORANGE
839,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,jbo,ORANGE
840,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,xlge,ORANGE
841,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med,ORANGE
842,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,sml,ORANGE
843,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,lge,ORANGE
844,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,med,ORANGE
845,COLUMBIA,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
846,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,jbo,ORANGE
847,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,lge,ORANGE
848,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,med,ORANGE
849,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,exjbo,ORANGE
850,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,jbo,ORANGE
851,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,xlge,ORANGE
852,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med,ORANGE
853,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,sml,ORANGE
854,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,lge,ORANGE
855,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,med,ORANGE
856,COLUMBIA,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
857,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,jbo,ORANGE
858,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,lge,ORANGE
859,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,med,ORANGE
860,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,exjbo,ORANGE
861,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,jbo,ORANGE
862,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,xlge,ORANGE
863,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med,ORANGE
864,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,sml,ORANGE
865,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,lge,ORANGE
866,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,med,ORANGE
867,COLUMBIA,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
868,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,jbo,ORANGE
869,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,lge,ORANGE
870,COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,med,ORANGE
871,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,exjbo,ORANGE
872,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,jbo,ORANGE
873,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,xlge,ORANGE
874,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med,ORANGE
875,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,sml,ORANGE
876,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,lge,ORANGE
877,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,med,ORANGE
878,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,jbo,ORANGE
879,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,lge,ORANGE
880,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med,ORANGE
881,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,jbo,ORANGE
882,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,xlge,ORANGE
883,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,lge,ORANGE
884,COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,sml,ORANGE
885,COLUMBIA,36 inch bins,HOWDEN TYPE,MARYLAND,lge,ORANGE
886,COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,jbo,ORANGE
